ItemID,ItemName,EquipPos,Profession,level,quality,DirectoryComment,ModelPrefabWarrior,ModelPrefabArcher,ModelPrefabSorcer,ModelPrefabCleric,ModelPrefab5,ModelPrefab6,ModelPrefab7,ModelPrefab8,PresentID,ReplaceID,AgainReplaceID
10524,动物鞋子|动物鞋子|动物鞋子|动物鞋子|动物鞋子,4,,,,equip/animal/,wa_costume_animal03_a_body,ar_costume_animal03_a_body,so_costume_animal03_a_body,cl_costume_animal03_a_body,ac_costume_animal03_a_body,as_costume_animal03_a_body,,,,,
10525,动物长剑|动物长弓|动物法杖|动物权杖|动物加农炮,5,,,,,weapon/wa_costume_animal03_a_sword_weapon,weapon/ar_costume_animal03_a_bigbow_weapon,weapon/so_costume_animal03_a_staff_weapon,weapon/cl_costume_animal03_a_mace_weapon,weapon/ac_costume_animal03_a_cannon_weapon,weapon/as_costume_animal03_a_scimitar_weapon,,,,,
10526,动物护手|动物箭袋|动物魔法书|动物盾牌|动物穿线环,6,,,,equip/animal/,wa_costume_animal03_a_gauntlet,ar_costume_animal01_a_quiver,so_costume_animal03_a_book,cl_costume_animal03_a_shield,ac_costume_animal03_a_gauntlet,as_costume_animal03_a_crook,,,,,
10530,棒球帽子|棒球帽子|棒球帽子|棒球帽子,0,,,,,wa_costume_baseball_a_helmet,ar_costume_baseball_a_helmet,so_costume_baseball_a_helmet,cl_costume_baseball_a_helmet,ac_costume_baseball_a_helmet,as_costume_baseball_a_helmet,,,,10007|0|0|10007|10006|0,
10531,棒球上装|棒球上装|棒球上装|棒球上装,1,,,,,wa_costume_baseball_a_body,ar_costume_baseball_a_body,so_costume_baseball_a_body,cl_costume_baseball_a_body,ac_costume_baseball_a_body,as_costume_baseball_a_body,,,,,
10532,棒球下装|棒球下装|棒球下装|棒球下装,2,,,,,wa_costume_baseball_a_leg,ar_costume_baseball_a_leg,so_costume_baseball_a_leg,cl_costume_baseball_a_leg,ac_costume_baseball_a_leg,as_costume_baseball_a_leg,,,,,
10533,棒球手套|棒球手套|棒球手套|棒球手套,3,,,,,wa_costume_baseball_a_glove,ar_costume_baseball_a_glove,so_costume_baseball_a_glove,cl_costume_baseball_a_glove,ac_costume_baseball_a_glove,as_costume_baseball_a_glove,,,,,
10534,棒球鞋子|棒球鞋子|棒球鞋子|棒球鞋子,4,,,,,wa_costume_baseball_a_boots,ar_costume_baseball_a_boots,so_costume_baseball_a_boots,cl_costume_baseball_a_boots,ac_costume_baseball_a_boots,as_costume_baseball_a_boots,,,,0|0|10001|0|0|0,
10535,棒球长剑|棒球长弓|棒球法杖|棒球权杖,5,,,,,weapon/wa_costume_baseball_a_sword_weapon,weapon/ar_costume_baseball_a_bigbow_weapon,weapon/so_costume_baseball_a_staff_weapon,weapon/cl_costume_baseball_a_mace_weapon,weapon/ac_costume_baseball_a_cannon_weapon,weapon/as_costume_baseball_a_scimitar_weapon,,,,,
10536,棒球护手|棒球箭袋|棒球魔法书|棒球盾牌,6,,,,,wa_costume_baseball_a_gauntlet,ar_costume_baseball_a_quiver,so_costume_baseball_a_book,cl_costume_baseball_a_shield,ac_costume_baseball_a_gauntlet,as_costume_baseball_a_crook,,,,,
10540,棒球帽子|棒球帽子|棒球帽子|棒球帽子,0,,,,,wa_costume_baseball_a_helmet,ar_costume_baseball_a_helmet,so_costume_baseball_a_helmet,cl_costume_baseball_a_helmet,ac_costume_baseball_a_helmet,as_costume_baseball_a_helmet,,,,10007|0|0|10007|10006|0,
10541,棒球上装|棒球上装|棒球上装|棒球上装,1,,,,,wa_costume_baseball_a_body,ar_costume_baseball_a_body,so_costume_baseball_a_body,cl_costume_baseball_a_body,ac_costume_baseball_a_body,as_costume_baseball_a_body,,,,,
10542,棒球下装|棒球下装|棒球下装|棒球下装,2,,,,,wa_costume_baseball_a_leg,ar_costume_baseball_a_leg,so_costume_baseball_a_leg,cl_costume_baseball_a_leg,ac_costume_baseball_a_leg,as_costume_baseball_a_leg,,,,,
10543,棒球手套|棒球手套|棒球手套|棒球手套,3,,,,,wa_costume_baseball_a_glove,ar_costume_baseball_a_glove,so_costume_baseball_a_glove,cl_costume_baseball_a_glove,ac_costume_baseball_a_glove,as_costume_baseball_a_glove,,,,,
10544,棒球鞋子|棒球鞋子|棒球鞋子|棒球鞋子,4,,,,,wa_costume_baseball_a_boots,ar_costume_baseball_a_boots,so_costume_baseball_a_boots,cl_costume_baseball_a_boots,ac_costume_baseball_a_boots,as_costume_baseball_a_boots,,,,0|0|10001|0|0|0,
10545,棒球长剑|棒球长弓|棒球法杖|棒球权杖,5,,,,,weapon/wa_costume_baseball_a_sword_weapon,weapon/ar_costume_baseball_a_bigbow_weapon,weapon/so_costume_baseball_a_staff_weapon,weapon/cl_costume_baseball_a_mace_weapon,weapon/ac_costume_baseball_a_cannon_weapon,weapon/as_costume_baseball_a_scimitar_weapon,,,,,
10546,棒球护手|棒球箭袋|棒球魔法书|棒球盾牌,6,,,,,wa_costume_baseball_a_gauntlet,ar_costume_baseball_a_quiver,so_costume_baseball_a_book,cl_costume_baseball_a_shield,ac_costume_baseball_a_gauntlet,as_costume_baseball_a_crook,,,,,
10550,棒球帽子|棒球帽子|棒球帽子|棒球帽子,0,,,,,wa_costume_baseball_a_helmet,ar_costume_baseball_a_helmet,so_costume_baseball_a_helmet,cl_costume_baseball_a_helmet,ac_costume_baseball_a_helmet,as_costume_baseball_a_helmet,,,,10007|0|0|10007|10006|0,
10551,棒球上装|棒球上装|棒球上装|棒球上装,1,,,,,wa_costume_baseball_a_body,ar_costume_baseball_a_body,so_costume_baseball_a_body,cl_costume_baseball_a_body,ac_costume_baseball_a_body,as_costume_baseball_a_body,,,,,
10552,棒球下装|棒球下装|棒球下装|棒球下装,2,,,,,wa_costume_baseball_a_leg,ar_costume_baseball_a_leg,so_costume_baseball_a_leg,cl_costume_baseball_a_leg,ac_costume_baseball_a_leg,as_costume_baseball_a_leg,,,,,
10553,棒球手套|棒球手套|棒球手套|棒球手套,3,,,,,wa_costume_baseball_a_glove,ar_costume_baseball_a_glove,so_costume_baseball_a_glove,cl_costume_baseball_a_glove,ac_costume_baseball_a_glove,as_costume_baseball_a_glove,,,,,
10554,棒球鞋子|棒球鞋子|棒球鞋子|棒球鞋子,4,,,,,wa_costume_baseball_a_boots,ar_costume_baseball_a_boots,so_costume_baseball_a_boots,cl_costume_baseball_a_boots,ac_costume_baseball_a_boots,as_costume_baseball_a_boots,,,,0|0|10001|0|0|0,
10555,棒球长剑|棒球长弓|棒球法杖|棒球权杖,5,,,,,weapon/wa_costume_baseball_a_sword_weapon,weapon/ar_costume_baseball_a_bigbow_weapon,weapon/so_costume_baseball_a_staff_weapon,weapon/cl_costume_baseball_a_mace_weapon,weapon/ac_costume_baseball_a_cannon_weapon,weapon/as_costume_baseball_a_scimitar_weapon,,,,,
10556,棒球护手|棒球箭袋|棒球魔法书|棒球盾牌,6,,,,,wa_costume_baseball_a_gauntlet,ar_costume_baseball_a_quiver,so_costume_baseball_a_book,cl_costume_baseball_a_shield,ac_costume_baseball_a_gauntlet,as_costume_baseball_a_crook,,,,,
10560,棒球帽子|棒球帽子|棒球帽子|棒球帽子,0,,,,,wa_costume_baseball_a_helmet,ar_costume_baseball_a_helmet,so_costume_baseball_a_helmet,cl_costume_baseball_a_helmet,ac_costume_baseball_a_helmet,as_costume_baseball_a_helmet,,,,10007|0|0|10007|10006|0,
10561,棒球上装|棒球上装|棒球上装|棒球上装,1,,,,,wa_costume_baseball_a_body,ar_costume_baseball_a_body,so_costume_baseball_a_body,cl_costume_baseball_a_body,ac_costume_baseball_a_body,as_costume_baseball_a_body,,,,,
10562,棒球下装|棒球下装|棒球下装|棒球下装,2,,,,,wa_costume_baseball_a_leg,ar_costume_baseball_a_leg,so_costume_baseball_a_leg,cl_costume_baseball_a_leg,ac_costume_baseball_a_leg,as_costume_baseball_a_leg,,,,,
10563,棒球手套|棒球手套|棒球手套|棒球手套,3,,,,,wa_costume_baseball_a_glove,ar_costume_baseball_a_glove,so_costume_baseball_a_glove,cl_costume_baseball_a_glove,ac_costume_baseball_a_glove,as_costume_baseball_a_glove,,,,,
10564,棒球鞋子|棒球鞋子|棒球鞋子|棒球鞋子,4,,,,,wa_costume_baseball_a_boots,ar_costume_baseball_a_boots,so_costume_baseball_a_boots,cl_costume_baseball_a_boots,ac_costume_baseball_a_boots,as_costume_baseball_a_boots,,,,0|0|10001|0|0|0,
10565,棒球长剑|棒球长弓|棒球法杖|棒球权杖,5,,,,,weapon/wa_costume_baseball_a_sword_weapon,weapon/ar_costume_baseball_a_bigbow_weapon,weapon/so_costume_baseball_a_staff_weapon,weapon/cl_costume_baseball_a_mace_weapon,weapon/ac_costume_baseball_a_cannon_weapon,weapon/as_costume_baseball_a_scimitar_weapon,,,,,
10566,棒球护手|棒球箭袋|棒球魔法书|棒球盾牌,6,,,,,wa_costume_baseball_a_gauntlet,ar_costume_baseball_a_quiver,so_costume_baseball_a_book,cl_costume_baseball_a_shield,ac_costume_baseball_a_gauntlet,as_costume_baseball_a_crook,,,,,
10570,棒球帽子|棒球帽子|棒球帽子|棒球帽子,0,,,,,wa_costume_baseball_a_helmet,ar_costume_baseball_a_helmet,so_costume_baseball_a_helmet,cl_costume_baseball_a_helmet,ac_costume_baseball_a_helmet,as_costume_baseball_a_helmet,,,,10007|0|0|10007|10006|0,
10571,棒球上装|棒球上装|棒球上装|棒球上装,1,,,,,wa_costume_baseball_a_body,ar_costume_baseball_a_body,so_costume_baseball_a_body,cl_costume_baseball_a_body,ac_costume_baseball_a_body,as_costume_baseball_a_body,,,,,
10572,棒球下装|棒球下装|棒球下装|棒球下装,2,,,,,wa_costume_baseball_a_leg,ar_costume_baseball_a_leg,so_costume_baseball_a_leg,cl_costume_baseball_a_leg,ac_costume_baseball_a_leg,as_costume_baseball_a_leg,,,,,
10573,棒球手套|棒球手套|棒球手套|棒球手套,3,,,,,wa_costume_baseball_a_glove,ar_costume_baseball_a_glove,so_costume_baseball_a_glove,cl_costume_baseball_a_glove,ac_costume_baseball_a_glove,as_costume_baseball_a_glove,,,,,
10574,棒球鞋子|棒球鞋子|棒球鞋子|棒球鞋子,4,,,,,wa_costume_baseball_a_boots,ar_costume_baseball_a_boots,so_costume_baseball_a_boots,cl_costume_baseball_a_boots,ac_costume_baseball_a_boots,as_costume_baseball_a_boots,,,,0|0|10001|0|0|0,
10575,棒球长剑|棒球长弓|棒球法杖|棒球权杖,5,,,,,weapon/wa_costume_baseball_a_sword_weapon,weapon/ar_costume_baseball_a_bigbow_weapon,weapon/so_costume_baseball_a_staff_weapon,weapon/cl_costume_baseball_a_mace_weapon,weapon/ac_costume_baseball_a_cannon_weapon,weapon/as_costume_baseball_a_scimitar_weapon,,,,,
10576,棒球护手|棒球箭袋|棒球魔法书|棒球盾牌,6,,,,,wa_costume_baseball_a_gauntlet,ar_costume_baseball_a_quiver,so_costume_baseball_a_book,cl_costume_baseball_a_shield,ac_costume_baseball_a_gauntlet,as_costume_baseball_a_crook,,,,,
10580,棋风帽子|棋风帽子|棋风帽子|棋风帽子,0,,,,equip/chess/,wa_costume_chess_a01_helmet,ar_costume_chess_a01_helmet,so_costume_chess_a01_helmet,cl_costume_chess_a01_helmet,ac_costume_chess_a01_helmet,as_costume_chess_a01_helmet,,,,0|0|0|10007|10006|0,
10581,棋风上装|棋风上装|棋风上装|棋风上装,1,,,,equip/chess/,wa_costume_chess_a01_body,ar_costume_chess_a01_body,so_costume_chess_a01_body,cl_costume_chess_a01_body,ac_costume_chess_a01_body,as_costume_chess_a01_body,,,,,
10582,棋风下装|棋风下装|棋风下装|棋风下装,2,,,,equip/chess/,wa_costume_chess_a01_leg,ar_costume_chess_a01_leg,so_costume_chess_a01_leg,cl_costume_chess_a01_leg,ac_costume_chess_a01_leg,as_costume_chess_a01_leg,,,,,
10583,棋风手套|棋风手套|棋风手套|棋风手套,3,,,,equip/chess/,wa_costume_chess_a01_glove,ar_costume_chess_a01_glove,so_costume_chess_a01_glove,cl_costume_chess_a01_glove,ac_costume_chess_a01_glove,as_costume_chess_a01_glove,,,,,
10584,棋风鞋子|棋风鞋子|棋风鞋子|棋风鞋子,4,,,,equip/chess/,wa_costume_chess_a01_boots,ar_costume_chess_a01_boots,so_costume_chess_a01_boots,cl_costume_chess_a01_boots,ac_costume_chess_a01_boots,as_costume_chess_a01_boots,,,,0|0|10001|0|0|0,
10585,棋风长剑|棋风长弓|棋风法杖|棋风权杖,5,,,,,weapon/wa_costume_chess_a01_sword_weapon,weapon/ar_costume_chess_a01_bigbow_weapon,weapon/so_costume_chess_a01_staff_weapon,weapon/cl_costume_chess_a01_mace_weapon,weapon/ac_costume_chess_a01_cannon_weapon,weapon/as_costume_chess_a01_scimitar_weapon,,,,,
10586,棋风护手|棋风箭袋|棋风魔法书|棋风盾牌,6,,,,equip/chess/,wa_costume_chess_a01_gauntlet,ar_costume_chess_a01_quiver,so_costume_chess_a01_book,cl_costume_chess_a01_shield,ac_costume_chess_a01_gauntlet,as_costume_chess_a01_crook,,,,,
10590,嫁衣帽子|嫁衣帽子|嫁衣帽子|嫁衣帽子|嫁衣帽子,0,,,,,wa_may22th_d01_body,ar_may22th_d03_body,so_may22th_d03_body,cl_may22th_d01_body,ac_may22th_d03_body,as_may22th_d01_helmet,,,,,
10591,嫁衣上装|嫁衣上装|嫁衣上装|嫁衣上装|嫁衣上装,1,,,,,wa_may22th_d01_body,ar_may22th_d03_body,so_may22th_d03_body,cl_may22th_d01_body,ac_may22th_d03_body,as_may22th_d01_body,,,,,
10592,嫁衣下装|嫁衣下装|嫁衣下装|嫁衣下装|嫁衣下装,2,,,,,wa_may22th_d01_body,ar_may22th_d03_body,so_may22th_d03_body,cl_may22th_d01_body,ac_may22th_d03_body,as_may22th_d01_leg,,,,,
10593,嫁衣手套|嫁衣手套|嫁衣手套|嫁衣手套|嫁衣手套,3,,,,,wa_may22th_d01_body,ar_may22th_d03_body,so_may22th_d03_body,cl_may22th_d01_body,ac_may22th_d03_body,as_may22th_d01_glove,,,,,
10594,嫁衣鞋子|嫁衣鞋子|嫁衣鞋子|嫁衣鞋子|嫁衣鞋子,4,,,,,wa_may22th_d01_body,ar_may22th_d03_body,so_may22th_d03_body,cl_may22th_d01_body,ac_may22th_d03_body,as_may22th_d01_boots,,,,,
10595,嫁衣长剑|嫁衣长弓|嫁衣法杖|嫁衣权杖|嫁衣加农炮,5,,,,,weapon/wa_may22th_d01_sword_weapon,weapon/ar_may22th_d03_bigbow_weapon,weapon/so_may22th_d03_staff_weapon,weapon/cl_may22th_d01_mace_weapon,weapon/ac_may22th_d03_cannon_weapon,weapon/as_may22th_d01_scimitar_weapon,,,,,
10596,嫁衣护手|嫁衣箭袋|嫁衣魔法书|嫁衣盾牌|嫁衣穿线环,6,,,,,wa_may22th_d01_body,ar_may22th_d03_body,so_may22th_d03_body,cl_may22th_d01_body,ac_may22th_d03_body,as_may22th_d01_crook,,,,,
10600,糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子,0,,,,equip/lovely/,wa_lovely_helmet,ar_lovely_helmet,so_lovely_helmet,cl_lovely_helmet,ac_lovely_helmet,as_lovely_helmet,,,,10002|10002|10002|10002|10002|10002,
10601,糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装,1,,,,equip/lovely/,wa_lovely_body,ar_lovely_body,so_lovely_body,cl_lovely_body,ac_lovely_body,as_lovely_body,,,,,
10602,糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装,2,,,,equip/lovely/,wa_lovely_leg,ar_lovely_leg,so_lovely_leg,cl_lovely_leg,ac_lovely_leg,as_lovely_leg,,,,,
10603,糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套,3,,,,equip/lovely/,wa_lovely_glove,ar_lovely_glove,so_lovely_glove,cl_lovely_glove,ac_lovely_glove,as_lovely_glove,,,,,
10604,糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子,4,,,,equip/lovely/,wa_lovely_boots,ar_lovely_boots,so_lovely_boots,cl_lovely_boots,ac_lovely_boots,as_lovely_boots,,,,,
10605,糖果童话长剑|糖果童话长弓|糖果童话法杖|糖果童话权杖|糖果童话加农炮,5,,,,,weapon/wa_lovely_sword_weapon,weapon/ar_lovely_bighow_weapon,weapon/so_lovely_staff_weapon,weapon/cl_lovely_mace_weapon,weapon/ac_lovely_cannon_weapon,weapon/as_lovely_scimitar_weapon,,,,,
10606,糖果童话护手|糖果童话箭袋|糖果童话魔法书|糖果童话盾牌|糖果童话穿线环,6,,,,equip/lovely/,wa_lovely_gauntlet,ar_lovely_quiver,so_lovely_book,cl_lovely_shield,ac_lovely_gauntlet,as_lovely_crook,,,,,
10610,糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子,0,,,,equip/lovely/,wa_lovely_helmet,ar_lovely_helmet,so_lovely_helmet,cl_lovely_helmet,ac_lovely_helmet,as_lovely_helmet,,,,10002|10002|10002|10002|10002|10002,
10611,糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装,1,,,,equip/lovely/,wa_lovely_body,ar_lovely_body,so_lovely_body,cl_lovely_body,ac_lovely_body,as_lovely_body,,,,,
10612,糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装,2,,,,equip/lovely/,wa_lovely_leg,ar_lovely_leg,so_lovely_leg,cl_lovely_leg,ac_lovely_leg,as_lovely_leg,,,,,
10613,糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套,3,,,,equip/lovely/,wa_lovely_glove,ar_lovely_glove,so_lovely_glove,cl_lovely_glove,ac_lovely_glove,as_lovely_glove,,,,,
10614,糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子,4,,,,equip/lovely/,wa_lovely_boots,ar_lovely_boots,so_lovely_boots,cl_lovely_boots,ac_lovely_boots,as_lovely_boots,,,,,
10615,糖果童话长剑|糖果童话长弓|糖果童话法杖|糖果童话权杖|糖果童话加农炮,5,,,,,weapon/wa_lovely_sword_weapon,weapon/ar_lovely_bighow_weapon,weapon/so_lovely_staff_weapon,weapon/cl_lovely_mace_weapon,weapon/ac_lovely_cannon_weapon,weapon/as_lovely_scimitar_weapon,,,,,
10616,糖果童话护手|糖果童话箭袋|糖果童话魔法书|糖果童话盾牌|糖果童话穿线环,6,,,,equip/lovely/,wa_lovely_gauntlet,ar_lovely_quiver,so_lovely_book,cl_lovely_shield,ac_lovely_gauntlet,as_lovely_crook,,,,,
10620,糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子,0,,,,equip/lovely/,wa_lovely_helmet,ar_lovely_helmet,so_lovely_helmet,cl_lovely_helmet,ac_lovely_helmet,as_lovely_helmet,,,,10002|10002|10002|10002|10002|10002,
10621,糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装,1,,,,equip/lovely/,wa_lovely_body,ar_lovely_body,so_lovely_body,cl_lovely_body,ac_lovely_body,as_lovely_body,,,,,
10622,糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装,2,,,,equip/lovely/,wa_lovely_leg,ar_lovely_leg,so_lovely_leg,cl_lovely_leg,ac_lovely_leg,as_lovely_leg,,,,,
10623,糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套,3,,,,equip/lovely/,wa_lovely_glove,ar_lovely_glove,so_lovely_glove,cl_lovely_glove,ac_lovely_glove,as_lovely_glove,,,,,
10624,糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子,4,,,,equip/lovely/,wa_lovely_boots,ar_lovely_boots,so_lovely_boots,cl_lovely_boots,ac_lovely_boots,as_lovely_boots,,,,,
10625,糖果童话长剑|糖果童话长弓|糖果童话法杖|糖果童话权杖|糖果童话加农炮,5,,,,,weapon/wa_lovely_sword_weapon,weapon/ar_lovely_bighow_weapon,weapon/so_lovely_staff_weapon,weapon/cl_lovely_mace_weapon,weapon/ac_lovely_cannon_weapon,weapon/as_lovely_scimitar_weapon,,,,,
10626,糖果童话护手|糖果童话箭袋|糖果童话魔法书|糖果童话盾牌|糖果童话穿线环,6,,,,equip/lovely/,wa_lovely_gauntlet,ar_lovely_quiver,so_lovely_book,cl_lovely_shield,ac_lovely_gauntlet,as_lovely_crook,,,,,
10630,糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子,0,,,,equip/lovely/,wa_lovely_helmet,ar_lovely_helmet,so_lovely_helmet,cl_lovely_helmet,ac_lovely_helmet,as_lovely_helmet,,,,10002|10002|10002|10002|10002|10002,
10631,糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装,1,,,,equip/lovely/,wa_lovely_body,ar_lovely_body,so_lovely_body,cl_lovely_body,ac_lovely_body,as_lovely_body,,,,,
10632,糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装,2,,,,equip/lovely/,wa_lovely_leg,ar_lovely_leg,so_lovely_leg,cl_lovely_leg,ac_lovely_leg,as_lovely_leg,,,,,
10633,糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套,3,,,,equip/lovely/,wa_lovely_glove,ar_lovely_glove,so_lovely_glove,cl_lovely_glove,ac_lovely_glove,as_lovely_glove,,,,,
10634,糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子,4,,,,equip/lovely/,wa_lovely_boots,ar_lovely_boots,so_lovely_boots,cl_lovely_boots,ac_lovely_boots,as_lovely_boots,,,,,
10635,糖果童话长剑|糖果童话长弓|糖果童话法杖|糖果童话权杖|糖果童话加农炮,5,,,,,weapon/wa_lovely_sword_weapon,weapon/ar_lovely_bighow_weapon,weapon/so_lovely_staff_weapon,weapon/cl_lovely_mace_weapon,weapon/ac_lovely_cannon_weapon,weapon/as_lovely_scimitar_weapon,,,,,
10636,糖果童话护手|糖果童话箭袋|糖果童话魔法书|糖果童话盾牌|糖果童话穿线环,6,,,,equip/lovely/,wa_lovely_gauntlet,ar_lovely_quiver,so_lovely_book,cl_lovely_shield,ac_lovely_gauntlet,as_lovely_crook,,,,,
10640,糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子,0,,,,equip/lovely/,wa_lovely_helmet,ar_lovely_helmet,so_lovely_helmet,cl_lovely_helmet,ac_lovely_helmet,as_lovely_helmet,,,,10002|10002|10002|10002|10002|10002,
10641,糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装,1,,,,equip/lovely/,wa_lovely_body,ar_lovely_body,so_lovely_body,cl_lovely_body,ac_lovely_body,as_lovely_body,,,,,
10642,糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装,2,,,,equip/lovely/,wa_lovely_leg,ar_lovely_leg,so_lovely_leg,cl_lovely_leg,ac_lovely_leg,as_lovely_leg,,,,,
10643,糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套,3,,,,equip/lovely/,wa_lovely_glove,ar_lovely_glove,so_lovely_glove,cl_lovely_glove,ac_lovely_glove,as_lovely_glove,,,,,
10644,糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子,4,,,,equip/lovely/,wa_lovely_boots,ar_lovely_boots,so_lovely_boots,cl_lovely_boots,ac_lovely_boots,as_lovely_boots,,,,,
10645,糖果童话长剑|糖果童话长弓|糖果童话法杖|糖果童话权杖|糖果童话加农炮,5,,,,,weapon/wa_lovely_sword_weapon,weapon/ar_lovely_bighow_weapon,weapon/so_lovely_staff_weapon,weapon/cl_lovely_mace_weapon,weapon/ac_lovely_cannon_weapon,weapon/as_lovely_scimitar_weapon,,,,,
10646,糖果童话护手|糖果童话箭袋|糖果童话魔法书|糖果童话盾牌|糖果童话穿线环,6,,,,equip/lovely/,wa_lovely_gauntlet,ar_lovely_quiver,so_lovely_book,cl_lovely_shield,ac_lovely_gauntlet,as_lovely_crook,,,,,
10650,糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子|糖果童话帽子,0,,,,equip/lovely/,wa_lovely_helmet,ar_lovely_helmet,so_lovely_helmet,cl_lovely_helmet,ac_lovely_helmet,as_lovely_helmet,,,,10002|10002|10002|10002|10002|10002,
10651,糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装|糖果童话上装,1,,,,equip/lovely/,wa_lovely_body,ar_lovely_body,so_lovely_body,cl_lovely_body,ac_lovely_body,as_lovely_body,,,,,
10652,糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装|糖果童话下装,2,,,,equip/lovely/,wa_lovely_leg,ar_lovely_leg,so_lovely_leg,cl_lovely_leg,ac_lovely_leg,as_lovely_leg,,,,,
10653,糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套|糖果童话手套,3,,,,equip/lovely/,wa_lovely_glove,ar_lovely_glove,so_lovely_glove,cl_lovely_glove,ac_lovely_glove,as_lovely_glove,,,,,
10654,糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子|糖果童话鞋子,4,,,,equip/lovely/,wa_lovely_boots,ar_lovely_boots,so_lovely_boots,cl_lovely_boots,ac_lovely_boots,as_lovely_boots,,,,,
10655,糖果童话长剑|糖果童话长弓|糖果童话法杖|糖果童话权杖|糖果童话加农炮,5,,,,,weapon/wa_lovely_sword_weapon,weapon/ar_lovely_bighow_weapon,weapon/so_lovely_staff_weapon,weapon/cl_lovely_mace_weapon,weapon/ac_lovely_cannon_weapon,weapon/as_lovely_scimitar_weapon,,,,,
10656,糖果童话护手|糖果童话箭袋|糖果童话魔法书|糖果童话盾牌|糖果童话穿线环,6,,,,equip/lovely/,wa_lovely_gauntlet,ar_lovely_quiver,so_lovely_book,cl_lovely_shield,ac_lovely_gauntlet,as_lovely_crook,,,,,
10660,皇室帽子|皇室帽子|皇室帽子|皇室帽子|皇室帽子,0,,,,equip/summer02/,wa_costume_summer02_a_helmet,ar_costume_summer02_a_helmet,so_costume_summer02_a_helmet,cl_costume_summer02_a_helmet,ac_costume_summer02_a_helmet,as_costume_summer02_a_helmet,,,,0|0|0|10007|0|0,
10661,皇室上装|皇室上装|皇室上装|皇室上装|皇室上装,1,,,,equip/summer02/,wa_costume_summer02_a_body,ar_costume_summer02_a_body,so_costume_summer02_a_body,cl_costume_summer02_a_body,ac_costume_summer02_a_body,as_costume_summer02_a_body,,,,,
10662,皇室下装|皇室下装|皇室下装|皇室下装|皇室下装,2,,,,equip/summer02/,wa_costume_summer02_a_leg,ar_costume_summer02_a_leg,so_costume_summer02_a_leg,cl_costume_summer02_a_leg,ac_costume_summer02_a_leg,as_costume_summer02_a_leg,,,,,
10663,皇室手套|皇室手套|皇室手套|皇室手套|皇室手套,3,,,,equip/summer02/,wa_costume_summer02_a_glove,ar_costume_summer02_a_glove,so_costume_summer02_a_glove,cl_costume_summer02_a_glove,ac_costume_summer02_a_glove,as_costume_summer02_a_glove,,,,,
10664,皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子,4,,,,equip/summer02/,wa_costume_summer02_a_boots,ar_costume_summer02_a_boots,so_costume_summer02_a_boots,cl_costume_summer02_a_boots,ac_costume_summer02_a_boots,as_costume_summer02_a_boots,,,,0|0|10001|0|0|0,
