id,Name,PresentID,Type,Tag,Fightgroup,SummonGroup,WalkSpeed,RunSpeed,FloatHeight,RotateSpeed,AttackSpeed,SkillCD,AttackProb,Sight,FightTogetherDis,BeLocked,InBornBuff,MaxSuperArmor,WeakStatus,SuperArmorBrokenBuff,SuperArmorRecoveryValue,SuperArmorRecoveryMax,AttackBase,MagicAttackBase,MaxHP,MobaExp,MobaExpRange,MobaKillNeedHint,PosIndex,HpSection,IsWander,Block,DynamicBlock,UsingGeneralCutscene,SoloShow,EndShow,Fov,AIStartTime,AIActionGap,IsFixedInCD,FashionTemplate,Highlight,UseMyMesh,ExtraReward,aihit,AiBehavior,InitEnmity,AlwaysHpBar,HideName,ratioleft,ratioright,ratioidle,ratiodistance,ratioskill,ratioexp,navigation,IsNavPingpong,HideInMiniMap,Access,SameBillBoard,PandoraDropIDs,DropIDs,BigMeleePoints
57305,幽灵花女王,1108,6,,,,0,0,,8,100,100,1,10,10,,,800,,,,,150,1000,65972,,,,,3,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57306,丛林地精战士,2602,2,,,,0.5,1.5,,10,100,100,0.7,8,10,,,,,,,,150,1000,16022,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57307,丛林地精弓箭手,2102,2,,,,0.5,1.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,16022,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57308,龙之追随者,3801,2,,,,0.7,0.7,,10,100,100,1,15,10,,,,,,,,150,1000,16022,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57309,浅井战士,3202,2,,,,1.3,3,,10,100,100,0.7,15,10,,,,,,,,150,1000,16022,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57310,丛林精英战士,3201,6,,,,1.3,3.5,,5,100,100,1,10,10,,,800,,,,,150,1000,65972,,,,,6,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57311,小精灵,1202,6,,,,1,3,,10,100,100,0.6,8,10,,,800,,,,,150,1000,65972,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1.5,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57101,白色美洲虎,4303,2,,,,1,1,,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57102,重生的书本怪,3501,2,,,,2.5,2.5,0.5|1.2,10,100,100,0.7,15,10,,,,,,,,150,1000,15809,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57103,重生锤子怪,3601,2,,,,1,2.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,15809,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57104,魔方机关7M,3904,2,,3,,0,0,,0,100,100,1,100,10,,1=1,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,0.1,FALSE,,TRUE,,,-1,Monster_Stand_TargetHatredList,0,,TRUE,0,0,0.2,0,0.2,0,,1,,,,,,
57105,魔方机关7M带CD,3904,2,,3,,0,0,,0,100,100,1,100,10,,1=1,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,0.1,FALSE,,TRUE,,,-1,Monster_Stand_TargetHatredList,0,,TRUE,0,0,0.2,0,0.2,0,,1,,,,,,
57106,黑色美洲虎,4309,2,,,,1,1,,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57107,重生宝石锤,3602,6,,,,1,2.5,,10,100,100,0.7,15,10,,,800,,,,,150,1000,65098,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57108,重生的书本怪,3501,6,,,,1,2.5,0.8|1.5,10,100,100,0.7,15,10,,,800,,,,,150,1000,65098,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57109,浅井萨满,3301,2,,,,2,2,0.3|0.3,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57110,重生的书本怪,3502,2,,,,1,2.5,0.5|1.2,10,100,100,0.7,15,10,,,,,,,,150,1000,15809,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57111,重生锤子怪,3601,2,,,,1,2.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,15809,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57112,魔方机关7M,3904,2,,3,,0,0,,0,100,100,1,100,10,,1=1,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,0.1,FALSE,,TRUE,,,-1,Monster_Stand_TargetHatredList,0,,TRUE,0,0,0.2,0,0.2,0,,1,,,,,,
57113,魔方机关7M带CD,3904,2,,3,,0,0,,0,100,100,1,100,10,,1=1,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,0.1,FALSE,,TRUE,,,-1,Monster_Stand_TargetHatredList,0,,TRUE,0,0,0.2,0,0.2,0,,1,,,,,,
57114,黑色机关水晶,10012,2,,,,0,0,,0,100,100,0,0,10,,,999999,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,FALSE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57115,重生的宝箱,3405,6,,,,1,1,,10,100,100,0.7,15,10,,2=1,999999999,,,,,150,1000,65098,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57116,黑色魔方,3908,2,,,,1.2,1.2,0.387|0.387,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57117,重生的书本怪,3501,6,,,,1,2.5,0.8|1.5,10,100,100,0.7,15,10,,,800,,,,,150,1000,65098,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57118,重生锤子怪,3601,2,,,,1,2.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,15809,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57119,重生宝石锤,3602,6,,,,1,2.5,,10,100,100,0.7,15,10,,,800,,,,,150,1000,65098,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57120,白色美洲虎,4303,2,,,,1,1,,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57121,重生的书本怪,3501,6,,,,1,2.5,0.8|1.5,10,100,100,0.7,15,10,,,800,,,,,150,1000,65098,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57122,黑色魔方,3908,2,,,,1.2,1.2,0.387|0.387,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57123,小型石像鬼,1605,2,,,,4,4,0.5|0.5,10,100,100,1,15,10,,,,,,,,150,1000,15809,,,,,4,FALSE,FALSE,,FALSE,FALSE,FALSE,,1.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57501,蓝色美洲虎,4308,2,,,,1,1,,10,100,100,1,20,10,,,,,,,,150,1000,16341,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57502,白色美洲虎,4303,2,,,,1,1,,10,100,100,1,20,10,,,,,,,,150,1000,16341,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57503,黑色美洲虎,4309,2,,,,1,1,,10,100,100,1,20,10,,,,,,,,150,1000,16341,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57504,重生锤子怪,3601,2,,,,1,2.5,,10,100,100,0.7,20,10,,,,,,,,150,1000,16341,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57505,重生的魔方,3903,6,,,,1.2,1.2,0.387|0.387,10,100,100,1,20,10,,,800,,,,,150,1000,67284,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57506,重生的宝箱,3405,2,,,,1,1,,10,100,100,0.7,20,10,,2=1,,,,,,150,1000,16341,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57507,重生的书本怪,3501,2,,,,2.5,2.5,0.5|1.2,10,100,100,0.7,20,10,,,,,,,,150,1000,16341,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57508,重生的魔方,3903,6,,,,1.2,1.2,0.387|0.387,10,100,100,1,20,10,,,800,,,,,150,1000,67284,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57509,重生的书本怪,3502,6,,,,1.5,2.5,0.8|1.5,10,100,100,0.7,20,10,,,800,,,,,150,1000,67284,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57510,重生宝石锤,3602,6,,,,1,2.5,,10,100,100,0.7,20,10,,,800,,,,,150,1000,67284,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57701,龙之大主教,4201,6,,,,0.7,2.5,,12,100,100,1,10,10,,,800,,,,,150,1000,68593,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,TRUE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57702,龙之追随者,3801,2,,,,1,4,,10,100,100,1,15,10,,,,,,,,150,1000,16658,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57703,龙之追随者罗格,4401,2,,,,0.9,0.9,,10,100,100,1,15,100,,,,,,,,150,1000,16658,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57704,小型石像鬼,1605,2,,,,4,4,0.5|0.5,10,100,100,1,15,10,,,,,,,,150,1000,16658,,,,,4,FALSE,FALSE,,FALSE,FALSE,FALSE,,1.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57705,浅井战士,3204,2,,,,1.3,3,,10,100,100,0.7,15,10,,,,,,,,150,1000,16658,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57706,惩戒者布拉斯,4101,6,,,,0.7,0.7,,8,100,100,1,8,10,,,800,,,,,150,1000,68593,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,TRUE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57707,死亡骑士,3701,1,,,,0.6,0.6,,10,100,100,1,9,10,,,1800,TRUE,2001=1,30,20,150,1000,308669,,,,,6,FALSE,TRUE,,FALSE,FALSE,TRUE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57001,光明水晶,10016,2,,1,,0,0,,0,100,100,0,0,10,,21218=1,999999,,,,,150,1000,305760,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,2.5,FALSE,,FALSE,,,0,Monster_Stand_TargetHatredList,320,TRUE,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57002,白色美洲虎,4303,2,,,,1,1,,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57003,重生锤子怪,3601,2,,,,1,2.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,16701,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57004,浅井萨满,3301,2,,,,2,2,0.3|0.3,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57005,小型石像鬼,1605,2,,,,4,4,0.5|0.5,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,4,FALSE,FALSE,,FALSE,FALSE,FALSE,,1.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57006,重生的书本怪,3501,2,,,,2.5,2.5,0.5|1.2,10,100,100,0.7,15,10,,,,,,,,150,1000,16701,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57007,白色魔方,3902,2,,,,1.2,1.2,0.387|0.387,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57008,重生宝石锤,3602,6,,,,1,2.5,,10,100,100,0.7,15,10,,,800,,,,,150,1000,68769,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57009,浅井萨满,3301,2,,,,2,2,0.3|0.3,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57010,黑色美洲虎,4309,2,,,,1,1,,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57011,白色魔方,3902,2,,,,1.2,1.2,0.387|0.387,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57012,浅井萨满,3301,2,,,,2,2,0.3|0.3,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57013,重生宝石锤,3602,6,,,,1,2.5,,10,100,100,0.7,15,10,,,800,,,,,150,1000,68769,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57014,重生的书本怪,3501,6,,,,1,2.5,0.8|1.5,10,100,100,0.7,15,10,,,800,,,,,150,1000,68769,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57015,蓝色美洲虎,4308,2,,,,1,1,,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57016,黑色魔方,3908,2,,,,1.2,1.2,0.387|0.387,10,100,100,1,15,10,,,,,,,,150,1000,16701,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,FALSE,,TRUE,,,1,Monster_Nest,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57017,卡拉翰,4001,1,,,,1,1,,10,100,100,1,13,10,,,99999999,TRUE,2001=1,20,20,150,1000,329193,,,,,6,FALSE,TRUE,,FALSE,TRUE,TRUE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57018,心腹克劳伦,4302,6,,,,1.2,1.2,,10,100,100,1,10,10,,,,,,,,150,1000,119856,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57019,丛林族长坦丹,3201,1,,,,1.3,3.5,,10,100,100,1,10,10,,,,TRUE,2001=1,20,20,150,1000,539351,,,,,6,FALSE,TRUE,,FALSE,FALSE,TRUE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57901,丛林族长坦丹,3201,1,,,,1.3,3.5,,10,100,100,1,10,10,,,,TRUE,2001=1,20,20,150,1000,329193,,,,,6,FALSE,TRUE,,FALSE,FALSE,TRUE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57902,浅井战士,3202,2,,,,1.3,3,,10,100,100,0.7,15,10,,,,,,,,150,1000,17766,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57903,丛林地精弓箭手,2102,2,,,,0.5,1.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,17766,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57904,丛林地精战士,2602,2,,,,0.5,1.5,,10,100,100,0.7,8,10,,,,,,,,150,1000,17766,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57905,浅井萨满,3301,2,,,,2,2,0.3|0.3,10,100,100,1,8,10,,,,,,,,150,1000,17766,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57906,浅井小狗,103,2,,,,1,3,,10,100,100,0.5,15,10,,,,,,,,150,1000,17766,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,1.5,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57907,浅井小妖精,212,2,,,,1,3,,10,100,100,0.6,8,10,,,,,,,,150,1000,17766,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,1.5,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57908,幽灵花,1102,2,,,,0,0,,10,100,100,1,6,10,,,,,,,,150,1000,12436,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57909,小精灵,1202,6,,,,1,3,,10,100,100,0.6,8,10,,,,,,,,150,1000,73154,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57910,心腹克劳伦,4302,6,,,,1.2,1.2,,10,100,100,1,10,10,,,,,,,,150,1000,73154,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
57911,卡拉翰,4001,1,,,,1,1,,10,100,100,1,13,10,,,99999999,TRUE,2001=1,20,20,150,1000,539351,,,,,6,FALSE,TRUE,,FALSE,TRUE,TRUE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58001,独眼巨人鲍特洛,1901,6,,,,1,1,,10,100,100,1,10,10,,,800,,,,,150,1000,83472,,,,,4,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58002,蓝色鹰身人,2001,2,,,,1,3.5,0.3|0.3,20,100,100,1,10,10,,,,,,,,150,1000,20272,,,,,,TRUE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58003,鹰身人马尔奇纳,2002,6,,,,1,3.5,0.3|0.3,20,100,100,1,10,10,,,800,,,,,150,1000,83472,,,,,4,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58004,豺狼人,2201,2,,,,1,2.5,,10,100,100,0.7,13,10,,,,,,,,150,1000,20272,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58005,豺狼人,2201,2,,,,1,2.5,,10,100,100,0.7,13,10,,,,,,,,150,1000,20272,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58006,丛林地精弓箭手,2102,2,,,,0.5,1.5,,10,100,100,0.7,15,10,,,,,,,,150,1000,20272,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58007,丛林地精战士,2602,2,,,,0.5,1.5,,10,100,100,0.7,10,10,,,,,,,,150,1000,20272,,,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58008,幽灵花,1105,2,,,,0,0,,10,100,100,1,10,10,,,,,,,,150,1000,20272,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58009,女妖希安女士,5402,1,,,,1.5,4,,5,100,100,1,10,10,,,1800,TRUE,2001=1,30,20,150,1000,375624,,,,,6,FALSE,TRUE,,FALSE,FALSE,TRUE,,2.5,1,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58010,浅井小妖精,212,2,,,,1,3,,10,100,100,0.6,15,10,,,,,,,,150,1000,20272,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2.5,1.5,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
58011,幽灵花追随者,1106,6,,,,0,0,,10,100,100,1,15,10,,,800,,,,,150,1000,83472,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,2,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
