UID,Prefab,Name,BoneSuffix,AnimLocation,SkillLocation,CurveLocation,BoundRadius,BoundRadiusOffset,BoundHeight,HugeMonsterColliders,Scale,UIAvatarAngle,UIAvatarScale,AvatarPos,Huge,EnterGame,AngluarSpeed,Idle,AttackIdle,FishingIdle,Walk,AttackWalk,Run,AttackRun,RunLeft,AttackRunLeft,RunRight,AttackRunRight,MoveFx,Freeze,FreezeFx,Hit_f,Hit_l,Hit_r,HitBackOffsetTimeScale,HitFly,HitFlyOffsetTimeScale,Hit_Roll,HitRollOffsetTimeScale,HitBack_Recover,HitFly_Bounce_GetUp,HitRoll_Recover,HitFx,Death,DeathFx,HitCurves,DeathCurve,A,AA,AAA,AAAA,AAAAA,OtherSkills,SkillNum,Dash,Ultra,Appear,Disappear,FishingCast,FishingPull,FishingWait,FishingWin,FishingLose,Dance,Kiss,InheritActionOne,InheritActionTwo,Atlas,Avatar,Atlas2,Avatar2,Shadow,Feeble,FeebleFx,ArmorBroken,SuperArmorRecoverySkill,RecoveryFX,RecoveryHitSlowFX,RecoveryHitStopFX
1402,Monster_ghoul_green,食尸鬼,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_green_middleattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1403,Monster_ghoul_blue,冰蓝食尸鬼,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_green_middleattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,Monster_ghoul_weak,,Monster_ghoul_weak_start,Monster_ghoul_mockingghoul,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04
1404,Monster_ghoul_green,食尸鬼(不带出场）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_green_middleattack,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1405,Monster_ghoul_blue,冰蓝食尸鬼(带出场）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1.8,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.875|0.9|0.5,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_blue_attack,,,,,Monster_ghoul_blue_middleattack|Monster_ghoul_blue_bonethrow|Monster_ghoul_blue_jumpattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1406,Monster_ghoul_blue,食尸鬼（精英关卡）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1.3,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_green_middleattack|Monster_ghoul_blue_jumpattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1407,Monster_ghoul_green,食尸鬼,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1.3,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_blue_jumpattack|Monster_ghoul_green_middleattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1408,Monster_ghoul_mummy,木乃伊食尸鬼（第五章小怪）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1.3,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_blue_jumpattack|Monster_ghoul_green_middleattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1409,Monster_ghoul_green,食尸鬼（第六章）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_green_middleattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,,,,,,,
1410,Monster_ghoul_blue,冰蓝食尸鬼（特殊出场跑）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,Effects/FX_Particle/Roles/Lzg_Ty/Ty_walk,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.5|1|0.8,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_green_attack,,,,,Monster_ghoul_green_middleattack,,,,Monster_ghoul_summon_run,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,Monster_ghoul_weak,,Monster_ghoul_weak_start,Monster_ghoul_mockingghoul,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04
1411,Monster_ghoul_blue,冰蓝食尸鬼Boss(带出场）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1.8,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.875|0.9|0.5,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_summon_off,Effects/FX_Particle/NPC/xiaobing_die_empty,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_expression_up|Monster_ghoul_dead_expression_forward,Monster_ghoul_blue_attack,,,,,Monster_ghoul_blue_middleattack|Monster_ghoul_blue_bonethrow|Monster_ghoul_blue_jumpattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,Monster_ghoul_weak,,Monster_ghoul_weak_start,Monster_ghoul_mockingghoul,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04
1412,Monster_ghoul_blue,冰蓝食尸鬼Boss(带出场）,_ghoul,Monster_ghoul/,Monster_ghoul/,Monster_ghoul/,0.3,,0.78,,1.8,,1,,FALSE,,,Monster_ghoul_idle,Monster_ghoul_idle,,,Monster_ghoul_walk,,Monster_ghoul_run,,,,,,,,Monster_ghoul_hit_front_back|Monster_ghoul_hit_front_shiver|Monster_ghoul_hit_front_recover,Monster_ghoul_hit_left_back|Monster_ghoul_hit_left_shiver|Monster_ghoul_hit_left_recover,Monster_ghoul_hit_right_back|Monster_ghoul_hit_right_shiver|Monster_ghoul_hit_right_recover,1|1|1,Monster_ghoul_hit_fly_knockback|Monster_ghoul_hit_fly_bounce|Monster_ghoul_hit_fly_down|Monster_ghoul_hit_fly_getup,1|1.875|0.9|0.5,,1|1|1,0.1|0.1|0.1,0.4|0|1.633,0.4,,Monster_ghoul_dead,,Monster_ghoul_hit_front_forward|Monster_ghoul_hit_left_forward|Monster_ghoul_hit_right_forward|Monster_ghoul_hit_fly_forward|Monster_ghoul_hit_fly_up,Monster_ghoul_dead_up|Monster_ghoul_dead_forward,Monster_ghoul_blue_attack,,,,,Monster_ghoul_blue_middleattack|Monster_ghoul_blue_bonethrow|Monster_ghoul_blue_jumpattack,,,,Monster_ghoul_green_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_25,,,TRUE,Monster_ghoul_weak,,Monster_ghoul_weak_start,Monster_ghoul_mockingghoul_newzhuxian,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_04
1501,Monster_troll_black,黑色巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.5,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1|1|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack_boss_secondchapter,,,,,Monster_troll_black_jumpboom_boss_secondchapter|Monster_troll_black_bite_boss_secondchapter|Monster_troll_icewave_start_boss_secondchapter|Monster_troll_icewave_loop_boss_secondchapter|Monster_troll_icewave_end_boss_secondchapter,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_24,,,TRUE,Monster_troll_black_weak,,Monster_troll_black_weak_start,Monster_troll_icewave_boss_secondchapter,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01
1502,Monster_troll_blue,蓝色巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.4,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1.875|0.75|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack,,,,,Monster_troll_black_bite_opposer|Monster_troll_black_jumpboom,,,,Monster_troll_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_58,,,TRUE,,,,,,,
1503,Monster_troll_black_bone,黑色骷髅巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.5,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1.875|0.75|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack,,,,,Monster_troll_black_bite_opposer,,,,Monster_troll_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_24,,,TRUE,,,,,,,
1504,Monster_troll_black,黑色巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.5,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1.875|0.75|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack,,,,,Monster_troll_black_bite_opposer|Monster_troll_black_jumpboom,,,,Monster_troll_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_24,,,TRUE,,,,,,,
1505,Monster_troll_black,黑色巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.5,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1.875|0.75|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack,,,,,Monster_troll_black_bite_opposer|Monster_troll_black_jumpboom,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_24,,,TRUE,,,,,,,
1506,Monster_troll_blue,蓝色巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.4,,1.26,,1.3,,0.72,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1|1|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack_boss_firstchapter,,,,,Monster_troll_sandshark|Monster_troll_sandshark_start|Monster_troll_sandshark_loop|Monster_troll_sandshark_end|Monster_troll_icewave_start_boss_secondchapter|Monster_troll_icewave_loop_boss_secondchapter|Monster_troll_icewave_end_boss_secondchapter,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_58,,,FALSE,Monster_troll_black_weak,,Monster_troll_black_weak_start,Monster_troll_icewave_boss_secondchapter,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01
1507,Monster_troll_red,沙漠巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.4,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1|1|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack_boss_firstchapter,,,,,Monster_troll_sandshark_fivechapter|Monster_troll_black_jumpboom|Monster_troll_sandshark_loop_fivechapter|Monster_troll_sandshark_start|Monster_troll_sandshark_end,,,,Monster_troll_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_24,,,FALSE,Monster_troll_black_weak,,Monster_troll_black_weak_start,Monster_troll_icewave_boss_secondchapter,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01
1508,Monster_troll_black,黑色巨人,_troll,Monster_troll/,Monster_troll_black/,Monster_troll/,0.5,,1.26,,1.3,,1,,FALSE,,,Monster_troll_idle,Monster_troll_idle,,,Monster_troll_walk,,Monster_troll_run,,,,,,,,Monster_troll_hit_front_back|Monster_troll_hit_front_shiver|Monster_troll_hit_front_recover,Monster_troll_hit_left_back|Monster_troll_hit_left_shiver|Monster_troll_hit_left_recover,Monster_troll_hit_right_back|Monster_troll_hit_right_shiver|Monster_troll_hit_right_recover,1|1|1,Monster_troll_hit_fly_knockback|Monster_troll_hit_fly_bounce|Monster_troll_hit_fly_down|Monster_troll_hit_fly_getup,1|1.875|0.75|0.1,,1|1|1,2.233|2.233|2.233,0.533|0|1.333,0.4,,Monster_troll_dead,,Monster_troll_hit_front_forward|Monster_troll_hit_left_forward|Monster_troll_hit_right_forward|Monster_troll_hit_fly_forward|Monster_troll_hit_fly_up,Monster_troll_dead_up|Monster_troll_dead_forward,Monster_troll_black_attack,,,,,Monster_troll_black_jumpboom,,,,Monster_troll_summon,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_24,,,TRUE,,,,,,,
